	tm_a_hek	tm_b_hek	untr_a_hek	untr_b_hek	ribo_tm_a	ribo_tm_b	ribo_untr_a	ribo_untr_b
NAP1L4	1792	2161	2426	2343	727	555	1680	2381
NAPA	336	439	505	472	333	265	746	940
NAPB	55	71	93	74	30	13	45	69
NAPEPLD	60	59	135	109	21	16	55	72
NAPG	252	267	313	311	189	137	418	509
NAPRT1	88	109	125	98	43	36	96	112
NARF	451	545	611	591	93	60	157	242
NARFL	198	245	252	231	107	85	182	271
NARG2	928	1161	1385	1197	231	162	445	499
NARR	77	80	87	84	90	80	163	237
NARS	2192	2699	2729	2662	1117	839	2016	3008
NARS2	618	727	765	746	142	87	214	315
NASP	4078	5819	5879	5760	2659	1926	3946	6113
NAT1	61	64	85	68	52	29	49	75
NAT10	1661	2058	2211	2048	619	463	1015	1558
NAT14	64	58	77	57	15	19	49	60
NAT8L	32	33	40	47	80	66	197	273
NAT9	134	176	179	140	112	67	166	278
NAV1	61	74	181	112	84	63	145	232
NAV2	31	51	92	54	48	37	88	102
NBAS	1562	1930	2102	1930	327	203	474	747
NBEA	1073	1542	1902	1816	190	152	364	453
NBEAL1	466	687	809	677	112	98	239	293
NBEAL2	535	728	1122	833	75	35	146	182
NBL1	35	58	60	50	103	78	154	278
NBN	1774	2323	2319	2162	262	198	547	660
NBPF1	2112	2742	3464	2938	172	95	198	257
NBPF14	1689	2306	2787	2440	92	56	133	141
NBPF15	968	1301	1671	1546	51	29	100	83
NBPF16	944	1271	1612	1497	52	30	96	83
NBPF24	3035	4149	5041	4446	195	95	276	265
NBPF3	370	465	471	470	42	33	66	98
NBPF7	54	76	121	115	13	6	12	17
NBR1	920	1221	1220	1139	485	372	782	1022
NCAM1	131	172	196	190	174	112	329	552
NCAPD2	3005	4081	4630	4269	2413	1729	3656	5401
NCAPD3	2921	3659	4017	3465	1110	759	1797	2369
NCAPG	3119	3972	4149	3967	1294	957	2175	2892
NCAPG2	1817	2247	3081	2716	842	655	1745	2187
NCAPH	1261	1659	1692	1533	625	454	1099	1453
NCAPH2	1067	1197	1303	1158	330	274	548	904
NCBP1	1670	1971	2210	2102	816	610	1522	2140
NCBP2	241	283	283	273	270	178	460	644
NCDN	320	426	528	466	402	289	669	1066
NCEH1	67	67	73	65	49	21	72	120
NCK1	305	413	442	427	96	86	196	252
NCK2	158	151	198	181	36	28	97	137
NCKAP1	3315	4182	4831	4538	810	646	2238	2775
NCKAP5L	214	309	308	263	137	99	298	471
NCKIPSD	478	592	674	555	91	70	193	283
NCL	16352	22941	22971	25444	11340	8324	18871	28198
NCLN	654	809	897	839	328	195	687	1076
NCOA1	458	599	661	507	114	73	246	326
NCOA2	929	1142	1323	1129	178	150	324	360
NCOA3	477	608	730	584	141	119	419	501
NCOA4	2225	2691	2773	2391	1199	886	1879	2916
NCOA5	462	600	697	661	307	245	416	868
NCOA6	352	487	793	648	149	97	276	357
NCOA7	218	267	364	286	146	103	273	340
NCOR1	2302	2925	3525	3103	285	201	698	864
NCOR2	216	273	666	500	264	175	611	799
NCR3LG1	286	350	402	330	167	107	251	369
NCS1	139	198	241	221	75	62	156	260
NCSTN	478	612	902	713	504	335	941	1259
NDC1	1549	1949	1787	1471	575	399	1137	1527
NDC80	770	1024	1173	1080	442	361	743	970
NDE1	247	319	384	329	84	50	164	238
NDEL1	300	356	406	390	53	45	132	155
NDFIP1	378	490	606	556	571	374	1022	1476
NDFIP2	329	423	460	417	340	211	528	793
NDNF	37	47	43	31	55	36	144	178
NDNL2	202	235	228	215	130	113	246	398
NDOR1	147	179	185	183	114	89	157	290
NDRG1	259	306	290	290	715	470	1475	1696
NDRG2	79	89	90	76	93	65	168	238
NDRG3	308	379	381	310	219	148	541	683
NDRG4	34	31	40	33	30	15	67	82
NDST1	312	429	613	489	117	60	128	195
NDST2	209	265	326	274	27	21	66	84
NDUFA1	1313	1771	2076	2140	753	545	1011	1499
NDUFA10	1068	1290	1406	1324	841	589	1657	2408
NDUFA11	738	924	736	645	759	609	1567	2384
NDUFA12	615	834	938	874	528	419	1027	1405
NDUFA2	211	309	267	210	416	310	852	1175
NDUFA3	283	360	350	268	185	121	371	565
NDUFA4	911	1196	1182	1065	816	586	1340	1884
NDUFA5	292	444	449	408	419	331	731	907
NDUFA6	318	426	538	518	423	311	789	1053
NDUFA7	225	264	325	311	390	240	765	1028
NDUFA8	506	690	596	616	459	340	925	1269
NDUFA9	1486	1768	1775	1721	1355	882	2313	3147
NDUFAB1	821	956	979	812	718	567	1654	2153
NDUFAF1	201	240	294	274	192	151	336	464
NDUFAF2	419	544	494	415	124	139	350	407
NDUFAF3	540	670	772	672	357	234	783	1134
NDUFAF4	522	744	693	675	432	300	712	1067
NDUFAF5	237	286	337	298	65	43	161	189
NDUFAF6	198	246	291	235	50	28	125	117
NDUFAF7	233	302	376	392	115	69	208	301
NDUFB1	440	596	762	659	842	576	1182	1776
NDUFB10	1559	2058	1830	1668	479	409	1253	1633
NDUFB11	548	697	812	825	778	529	1549	2249
NDUFB2	537	654	751	688	623	413	1071	1547
NDUFB3	551	723	811	789	280	203	537	772
NDUFB4	683	945	773	579	559	386	1127	1498
NDUFB5	340	388	499	513	390	257	599	840
NDUFB6	778	922	1130	1067	348	272	580	873
NDUFB7	478	610	627	624	414	309	767	1526
NDUFB8	1142	1410	1397	1304	1281	943	2446	3660
NDUFB9	1114	1603	1899	1939	749	485	1152	2059
NDUFC1	232	342	303	222	118	102	281	368
NDUFC2-KCTD14	349	402	403	352	319	297	580	906
NDUFS1	2295	2842	3154	2805	1892	1372	3241	4317
NDUFS2	1510	2089	2358	2183	1132	817	2105	2985
NDUFS3	1021	1315	1339	1273	582	402	1106	1636
NDUFS4	405	502	519	499	185	157	466	539
NDUFS5	1629	2056	2161	2317	1168	866	2030	3469
NDUFS6	367	505	543	617	457	308	803	1611
NDUFS7	414	513	456	427	387	285	760	1185
NDUFS8	723	995	850	780	644	493	1326	1704
NDUFV1	2093	2582	2711	2564	753	589	1377	2025
NDUFV2	777	947	967	834	831	630	1943	2326
NDUFV3	653	822	928	825	336	323	663	921
NEB	41	55	58	59	3	1	9	1
NEBL	64	94	86	91	32	23	70	81
NECAB3	81	114	120	96	44	25	75	123
NECAP1	241	305	299	301	223	188	403	522
NECAP2	243	330	323	291	157	121	289	466
NEDD1	570	699	769	707	304	259	663	827
NEDD4	182	221	230	197	126	90	219	255
NEDD4L	114	164	199	154	181	126	313	445
NEDD8-MDP1	356	466	574	498	209	115	245	447
NEFL	262	299	330	343	332	199	796	1157
NEFM	319	395	554	540	64	52	187	172
NEIL1	50	61	71	66	7	7	26	32
NEIL2	59	77	75	69	32	20	52	82
NEIL3	544	616	735	688	178	162	393	533
NEK1	682	851	1112	1009	108	82	237	291
NEK10	61	97	118	92	10	10	19	40
NEK11	53	67	74	87	12	8	23	44
NEK2	826	992	1097	1104	239	208	495	640
NEK3	255	289	312	298	106	90	219	272
NEK4	1388	1677	1846	1703	106	86	264	333
NEK6	177	240	260	225	156	90	301	393
NEK7	324	372	372	332	120	74	202	312
NEK8	39	42	52	44	8	11	16	23
NEK9	1020	1254	1574	1361	375	266	503	760
NELFA	278	386	355	357	167	109	268	432
NELFB	720	801	894	860	265	168	577	801
NELFCD	1028	1328	1272	1302	575	391	1178	1674
NELFE	858	1008	1058	953	571	439	1131	1489
NELL2	365	461	523	496	162	87	312	490
NEMF	1137	1483	1652	1565	345	252	589	765
NENF	460	513	627	576	117	85	266	394
NEO1	518	780	926	774	409	246	776	1119
NES	37	40	57	42	11	1	4	22
NET1	1110	1407	1280	1303	455	287	834	1102
NETO2	845	1118	1182	1042	87	48	226	253
NEU1	282	349	321	318	222	118	313	560
NEU3	213	257	298	242	76	58	167	219
NEURL4	588	791	1029	916	170	120	314	498
NEXN	38	51	45	59	52	30	85	99
NF1	1650	2331	3358	2799	583	383	1046	1190
NF2	992	1340	1710	1572	163	94	297	375
NFAT5	585	812	1029	882	337	225	558	644
NFATC1	25	27	58	43	70	39	166	193
NFATC2IP	222	321	389	321	161	82	252	394
NFATC3	741	1024	1084	870	131	111	284	390
NFATC4	38	43	49	33	36	19	57	88
NFE2L1	691	862	925	897	507	336	1004	1435
NFE2L2	451	548	724	617	363	265	654	902
NFE2L3	120	181	187	157	122	70	231	302
NFIA	206	231	322	326	168	137	285	443
NFIB	74	98	143	113	196	135	299	391
NFIC	17	26	61	50	182	104	246	350
NFIL3	126	155	160	139	44	27	74	92
NFIX	29	39	95	73	87	57	170	263
NFKB1	572	710	806	789	126	81	257	399
NFKB2	59	91	110	100	79	71	192	255
NFKBIA	206	269	219	217	124	90	195	305
NFKBIB	132	182	238	191	198	99	278	465
NFKBIE	45	59	52	56	27	28	83	105
NFKBIL1	102	134	149	135	74	60	126	178
NFKBIZ	70	81	54	62	15	10	10	26
NFRKB	996	1294	1507	1245	310	204	508	675
NFS1	286	388	434	369	176	105	329	431
NFU1	428	595	529	532	224	175	523	668
NFX1	877	1146	1467	1255	242	200	446	627
NFXL1	484	690	876	836	313	226	512	719
NFYA	172	246	300	237	176	119	271	404
NFYB	264	329	307	298	150	117	295	367
NFYC	287	447	439	387	429	277	794	1126
NGDN	918	1142	1177	1218	268	235	488	682
NGEF	37	56	58	51	32	31	104	150
NGFRAP1	1789	2311	2799	2868	543	356	739	1555
NGLY1	862	1015	1154	1058	172	131	336	459
NGRN	922	1277	1199	1198	148	108	134	214
NHEJ1	165	222	228	179	111	80	226	285
NHLRC2	620	771	988	821	491	374	785	1061
NHLRC3	142	172	185	186	78	49	128	188
NHP2	1474	2115	1952	1949	839	561	1535	2182
NHP2L1	587	781	744	598	787	578	1691	2243
NHSL1	130	186	231	201	226	150	329	453
NICN1	36	33	35	26	8	9	24	43
NID1	573	793	1157	951	427	252	876	1270
NID2	114	171	202	188	161	85	292	414
NIF3L1	578	684	643	569	217	163	376	507
NIN	2002	2615	3249	3116	134	113	303	471
NINL	204	255	361	353	30	12	42	67
NIP7	483	643	729	645	257	146	325	539
NIPA1	31	39	39	33	55	57	100	146
NIPA2	582	747	690	616	125	99	311	384
NIPAL1	41	51	62	51	52	35	60	103
NIPAL2	15	24	32	30	10	3	11	23
NIPAL3	189	247	266	227	104	68	149	205
NIPBL	1882	2598	3510	3100	691	513	959	1382
NIPSNAP1	508	625	618	561	288	207	770	945
NIPSNAP3B	34	49	55	36	35	18	71	89
NISCH	933	1288	1474	1296	294	174	513	668
NIT1	212	262	243	223	186	134	334	403
NIT2	526	658	589	559	172	119	323	517
NKAP	661	799	890	842	277	249	709	822
NKD2	43	52	76	63	35	22	41	78
NKIRAS1	81	110	127	139	75	77	176	218
NKIRAS2	130	206	229	228	121	103	234	347
NKRF	1230	1560	1785	1647	539	410	1016	1366
NKTR	2388	3006	3592	3106	162	133	288	407
NKX2-5	104	143	126	111	94	57	149	229
NKX6-1	25	42	37	43	35	21	54	82
NLE1	486	574	571	454	243	152	470	685
NLGN1	124	153	163	144	22	10	44	43
NLGN2	28	55	123	86	22	18	34	68
NLK	116	162	148	101	11	10	43	61
NLN	971	1240	1323	1252	281	207	564	710
NLRP14	31	32	43	46	1	2	2	1
NLRX1	210	258	312	258	54	30	92	116
NMB	31	43	36	30	16	11	26	45
NMD3	1006	1298	1491	1462	402	293	751	1041
NME1-NME2	5656	6908	6590	6114	4634	3527	10748	15292
NME3	149	181	219	192	201	119	281	474
NME4	453	512	642	542	245	201	553	815
NME6	131	163	168	128	78	42	119	150
NME7	283	303	359	352	160	113	271	401
NMNAT1	102	129	110	139	41	24	56	114
NMRAL1	209	248	258	219	0	0	2	1
NMRK1	51	50	56	43	17	7	29	24
NMT1	1228	1413	1381	1285	731	478	1229	1833
NMT2	346	419	478	484	113	103	290	312
NMU	90	104	106	90	118	77	309	333
NNT	1374	1688	1846	1583	305	192	388	537
NOA1	575	724	791	762	135	83	331	418
NOB1	570	847	833	776	296	222	658	909
NOC2L	2815	3611	3350	3431	1980	1371	3354	5116
NOC3L	1844	2242	2371	2219	616	495	1134	1504
NOC4L	269	450	408	335	388	263	651	1056
NOD1	68	81	70	80	9	0	15	11
NOL10	1510	1964	2206	2113	311	224	704	924
NOL11	3257	3974	3973	3562	1560	1200	2786	3652
NOL12	458	544	566	636	198	143	274	445
NOL6	730	974	999	822	408	286	650	975
NOL7	1450	1864	1993	2113	755	565	1401	1981
NOL8	1404	1830	2330	2164	234	186	385	569
NOL9	908	1218	1352	1132	785	507	1274	1840
NOLC1	2904	3933	4035	3856	2499	2000	4654	6308
NOM1	458	624	713	727	221	153	363	510
NOMO1	5279	6877	7333	6430	2048	1255	4528	6274
NOMO2	5401	7021	7536	6695	2042	1253	4507	6275
NOMO3	5337	6950	7417	6522	2016	1259	4538	6278
NONO	7865	10000	10601	10192	4768	3535	9583	15014
NOP10	214	294	220	183	291	200	520	727
NOP14	2706	3437	3787	3841	663	466	1196	1873
NOP16	744	906	1019	1056	290	206	540	736
NOP2	1771	2334	2376	2284	1050	775	1636	2549
NOP56	6519	7988	8550	8094	1326	942	1874	2928
NOP58	3735	4505	5123	5025	1102	878	1675	2400
NOP9	424	544	628	577	152	97	193	393
NOS1AP	22	27	56	34	33	38	81	151
NOS2	25	27	37	25	35	19	56	71
NOSIP	700	818	840	733	376	239	698	1088
NOTCH1	166	203	324	231	140	74	241	473
NOTCH2	2814	3469	4871	4202	948	514	1316	2076
NOTCH2NL	306	359	553	465	85	48	128	203
NOTCH3	87	120	231	151	106	51	318	350
NOVA1	25	34	60	58	24	17	45	63
NPAS1	39	50	68	58	29	19	78	86
NPAS2	20	31	41	29	12	13	25	33
NPAT	1128	1467	1494	1213	243	188	438	540
NPC1	409	483	611	520	311	162	590	790
NPC2	198	273	255	240	204	124	491	605
NPDC1	106	107	151	133	93	51	170	313
NPEPL1	34	39	63	61	2	2	1	3
NPEPPS	1819	2141	3497	3046	1576	1125	2888	4157
NPHP1	156	172	191	162	39	26	66	92
NPHP3	465	551	721	682	143	96	177	267
NPHP4	202	221	337	252	65	51	111	190
NPIP	1365	1999	2294	1813	42	13	38	16
NPIPL1	200	279	606	472	26	18	15	29
NPIPL2	66	96	180	130	5	4	3	7
NPIPL3	487	753	1666	1358	47	27	56	57
NPL	44	73	71	84	14	4	18	19
NPLOC4	1213	1454	1508	1350	411	372	842	1248
NPM1	47134	57245	61697	62402	9370	7295	20215	32432
NPM3	671	800	865	895	209	121	361	584
NPNT	48	63	75	58	40	22	100	154
NPRL2	336	416	422	357	111	93	182	266
NPRL3	76	85	167	110	199	187	530	727
NPTN	473	565	613	541	309	177	595	877
NPTX1	94	119	163	156	101	75	240	362
NPTX2	66	91	89	69	46	35	97	128
NQO1	80	73	105	97	54	32	84	90
NQO2	167	228	270	235	99	80	262	334
NR1D2	723	910	1113	986	218	167	517	641
NR1H2	138	137	149	135	66	33	88	122
NR1H3	67	89	86	85	22	13	31	49
NR2C1	496	583	718	633	251	179	494	685
NR2C2	241	337	449	349	86	68	207	271
NR2C2AP	63	82	73	81	33	41	81	137
NR2F1	129	166	169	154	99	77	175	268
NR2F2	130	149	261	210	226	177	334	508
NR2F6	142	151	246	215	157	101	316	464
NR3C1	444	546	668	586	349	252	558	784
NR3C2	206	278	284	270	110	71	183	222
NR6A1	140	180	239	186	7	3	20	29
NRARP	22	28	35	38	23	30	84	102
NRAS	574	733	725	572	297	243	575	706
NRBF2	200	260	243	215	124	95	186	263
NRBP1	837	1010	997	866	366	245	764	950
NRBP2	28	32	28	25	8	7	14	30
NRCAM	88	120	189	167	149	89	324	448
NRD1	2387	2963	3734	3390	1164	809	2478	3349
NRDE2	725	878	1094	1020	315	225	369	594
NRF1	300	408	443	388	126	92	278	392
NRIP1	622	799	771	693	116	87	211	319
NRIP3	83	81	104	76	24	15	54	76
NRN1	91	127	107	99	78	67	114	180
NRP1	347	486	471	477	274	161	400	728
NRP2	82	109	117	84	49	35	136	188
NRSN2	37	41	58	55	147	115	273	361
NRXN3	61	77	107	97	18	12	48	53
NSA2	1524	1941	1895	1798	488	412	1245	1696
NSD1	4831	5830	7965	7490	571	414	1091	1553
NSDHL	574	773	634	550	366	258	593	908
NSF	1500	1882	2242	2093	760	575	1338	1951
NSFL1C	501	654	652	602	454	316	765	1229
NSL1	600	780	807	752	169	137	375	423
NSMAF	482	634	690	591	45	43	86	134
NSMCE1	405	471	522	516	134	88	320	378
NSMCE2	286	341	300	316	85	76	176	244
NSMCE4A	797	995	1036	1026	293	277	614	840
NSMF	449	552	606	479	33	30	65	94
NSRP1	168	204	199	216	218	173	336	483
NSUN2	1829	2425	2828	2849	1310	883	2222	3064
NSUN3	248	301	358	322	116	67	202	239
NSUN4	184	197	231	210	122	62	175	280
NSUN5	451	582	598	633	219	182	461	672
NSUN6	305	392	461	433	95	64	179	234
NT5C	183	204	219	194	90	62	171	253
NT5C1B-RDH14	177	228	209	224	79	45	108	130
NT5C2	314	474	445	392	283	229	481	684
NT5C3A	372	466	412	386	168	113	349	376
NT5C3B	1240	1550	1334	1129	138	112	238	376
NT5DC1	718	827	894	778	345	276	842	1037
NT5DC2	1302	1680	1798	1586	192	153	595	943
NT5DC3	195	275	329	327	119	84	197	272
NTAN1	184	206	217	169	26	17	62	75
NTHL1	452	533	672	690	168	106	295	455
NTMT1	467	464	461	485	317	194	650	949
NTN1	53	78	75	80	110	57	229	388
NTPCR	479	625	701	621	245	151	418	648
NUAK1	98	128	149	123	47	34	66	111
NUB1	760	958	921	851	668	522	1425	1813
NUBP1	275	356	311	308	110	74	193	255
NUBP2	348	417	470	517	146	112	282	504
NUBPL	160	165	254	226	108	73	186	261
NUCB1	376	544	601	569	316	225	719	1041
NUCB2	679	726	778	816	234	166	579	681
NUCKS1	7668	9396	9713	9945	1528	1169	2649	4137
NUDC	1287	2000	1763	1959	1966	1429	3599	5529
NUDCD1	769	908	1012	962	274	239	601	757
NUDCD2	259	296	313	346	222	161	369	509
NUDCD3	347	468	456	435	286	168	445	726
NUDT1	184	208	236	247	137	103	238	401
NUDT10	142	173	237	235	37	35	76	133
NUDT11	184	246	301	277	43	38	84	146
NUDT12	383	484	522	501	202	144	410	622
NUDT13	25	33	41	36	9	8	13	16
NUDT14	60	65	72	73	26	25	57	112
NUDT15	159	220	304	293	163	115	303	453
NUDT16	52	71	101	77	57	27	95	123
NUDT16L1	70	112	140	136	111	84	195	306
NUDT17	28	27	41	31	10	12	24	25
NUDT19	176	208	276	285	1006	738	1699	2572
NUDT2	133	170	173	172	61	32	96	112
NUDT21	840	1086	1144	1035	580	434	1265	1752
NUDT22	74	88	96	99	20	21	57	78
NUDT4	146	190	236	251	286	218	557	740
NUDT5	980	1273	1371	1209	562	406	1234	1882
NUDT6	38	56	63	46	30	12	49	59
NUDT7	31	46	36	40	23	13	59	55
NUDT8	55	64	82	80	26	11	39	66
NUDT9	169	217	243	259	127	74	235	301
NUF2	819	1042	1008	977	440	351	846	1201
NUFIP1	416	495	584	547	225	164	370	551
NUFIP2	1248	1638	1812	1657	468	377	747	1171
NUMA1	1839	2550	3034	2682	1063	711	1780	2664
NUMB	253	288	311	255	187	105	252	416
NUMBL	57	56	119	117	85	52	195	265
NUP107	2851	3509	3924	3693	1571	1194	2767	3750
NUP133	5560	6561	7730	6967	1314	1026	2381	3476
NUP153	4669	5794	6370	5023	1702	1212	2646	3492
NUP155	4530	5623	6302	5360	2720	1920	5325	6458
NUP160	3029	3634	4727	4091	1078	744	1728	2484
NUP188	3073	3973	4868	4333	2044	1391	3433	4706
NUP205	7350	8855	9855	8590	2304	1723	4235	5768
NUP210	1734	2370	2988	2437	975	563	2088	2977
NUP214	805	975	1656	1257	991	701	1617	2586
NUP35	458	555	609	450	250	177	405	551
NUP37	813	1043	926	876	467	325	1039	1534
NUP43	1082	1373	1436	1209	718	524	1515	1987
NUP50	1041	1376	1528	1504	329	288	736	969
NUP54	1282	1592	1569	1418	397	276	728	985
NUP62	536	689	677	540	462	356	799	1154
NUP62CL	131	169	144	111	80	52	178	176
NUP85	961	1264	1274	1140	602	413	1083	1479
NUP88	1808	2211	2209	1936	844	598	1515	1912
NUP93	2361	2798	3000	2840	768	540	1374	1963
NUP98	3602	4457	4546	3888	1061	830	2025	2909
NUPL1	895	1157	1176	947	605	417	1332	1654
NUPL2	829	1130	1026	839	345	241	496	828
NUS1	297	470	618	583	201	140	424	548
NUSAP1	1612	1941	1872	1635	971	733	2030	2420
NUTF2	457	638	489	311	826	609	1716	1863
NUTM2A	60	77	92	96	1	2	2	0
NVL	1988	2323	2750	2436	318	215	551	774
NXF1	525	758	717	734	409	305	624	968
NXN	162	183	215	212	257	190	544	785
NXPE3	330	433	509	427	65	60	94	139
NXT1	152	205	193	181	67	42	110	182
NXT2	86	123	130	102	29	32	46	74
NYNRIN	31	54	77	76	98	83	217	247
OAF	78	82	128	110	37	19	57	124
OARD1	56	82	84	56	45	40	117	129
OAT	2901	3384	3267	2924	2391	1806	4638	6554
OAZ1	5387	6826	6251	5596	1552	1239	1404	2372
OAZ2	110	127	215	201	178	99	209	316
OBFC1	116	158	169	151	41	31	79	106
OBSCN	148	188	330	265	20	6	12	13
OBSL1	573	733	868	875	519	337	829	1464
OCA2	29	42	43	51	26	20	43	60
OCIAD1	574	717	674	628	675	522	1465	1701
OCLN	197	310	344	312	360	259	715	1088
OCRL	862	1092	1320	1171	435	332	871	1192
ODC1	5848	7030	7668	7209	733	538	2027	3191
ODF2	1011	1309	1434	1329	199	167	367	532
ODF2L	386	549	607	639	82	81	204	231
OFD1	693	888	957	911	153	116	223	304
OGDH	619	905	1026	890	532	380	902	1301
OGDHL	276	300	358	369	36	16	54	80
OGFOD1	987	1207	1474	1416	565	392	784	1190
OGFOD2	65	62	56	52	46	25	91	117
OGFOD3	104	107	160	136	32	14	58	96
OGFR	356	461	533	556	278	198	451	696
OGFRL1	281	369	375	393	66	30	156	179
OGG1	133	149	130	97	70	56	113	128
OGT	3016	3753	4510	3962	908	666	1592	2250
OIP5	178	256	252	222	155	126	290	404
OLA1	2408	3129	3157	3241	917	728	2199	3412
OMA1	655	862	831	748	124	80	159	265
ONECUT2	31	22	40	39	7	4	22	33
OPA1	1904	2438	2664	2501	666	505	1283	1524
OPHN1	132	178	208	174	23	27	44	62
OPN3	37	45	71	53	27	11	35	44
OPTN	92	112	149	129	150	115	388	461
ORAI1	28	48	58	27	71	40	139	225
ORAI2	28	37	64	38	21	11	56	76
ORAOV1	32	48	66	46	49	22	56	99
ORC1	1111	1338	1347	1186	383	239	564	771
ORC2	813	1032	1041	1020	322	267	751	856
ORC3	888	1075	1130	973	486	342	979	1259
ORC4	688	911	902	864	400	314	667	883
ORC5	629	779	906	775	482	352	960	1289
ORC6	541	655	758	771	375	267	696	858
ORMDL1	283	352	280	263	98	83	248	299
ORMDL2	148	195	213	180	175	113	272	442
ORMDL3	70	79	83	80	65	62	133	207
OS9	1265	1554	1558	1543	684	397	1152	1853
OSBP	584	743	1051	990	439	307	793	1096
OSBP2	65	78	105	74	30	24	75	104
OSBPL10	55	87	82	65	62	44	90	157
OSBPL11	536	741	927	763	129	106	284	357
OSBPL1A	277	317	435	406	106	65	269	300
OSBPL2	279	316	346	334	202	145	391	554
OSBPL3	384	508	529	486	120	85	258	338
OSBPL5	61	97	90	70	33	17	55	64
OSBPL6	335	436	553	425	83	70	206	270
OSBPL8	1241	1565	1626	1563	448	314	947	1083
OSBPL9	1441	1735	1712	1583	556	433	1042	1328
OSCP1	73	75	80	70	33	24	46	92
OSER1	287	373	349	272	241	176	366	444
OSGEP	545	660	776	716	141	79	212	282
OSGEPL1	180	238	227	181	80	71	153	163
OSGIN2	238	355	332	312	112	75	188	233
OSR2	42	36	34	23	26	13	36	61
OST4	129	203	213	185	184	143	222	234
OSTC	316	497	508	511	219	135	338	528
OSTF1	180	232	242	157	86	57	224	257
OSTM1	202	230	264	245	179	101	311	403
OTUB1	609	745	645	529	633	462	1170	1601
OTUB2	28	28	49	39	21	11	61	66
OTUD1	38	44	45	48	43	33	106	145
OTUD3	182	211	299	267	47	34	112	172
OTUD4	894	1140	1446	1357	115	100	295	421
OTUD5	359	532	609	554	332	274	731	994
OTUD6B	369	509	566	582	153	109	234	351
OTUD7A	32	36	53	33	13	7	13	40
OTUD7B	380	527	608	568	126	102	194	374
OVCA2	274	339	312	266	143	115	260	410
OVGP1	61	70	92	101	0	2	2	2
OVOS2	75	57	86	79	7	3	9	11
OXA1L	862	1147	1235	982	395	298	710	1084
OXCT1	535	767	769	672	565	393	1070	1573
OXLD1	109	110	136	128	17	16	48	47
OXNAD1	367	408	499	461	58	52	148	154
OXR1	503	602	672	563	184	151	435	463
OXSM	279	305	359	334	84	56	148	169
OXSR1	577	728	768	785	174	135	354	450
P2RX4	88	100	102	88	39	28	69	82
P2RY1	120	155	140	100	34	21	32	62
P4HA1	494	599	722	670	187	136	395	597
P4HA2	163	208	206	156	164	93	335	461
P4HB	2912	3833	3855	3518	909	538	2320	3252
PA2G4	5495	6728	7723	7382	3224	2386	6210	9354
PAAF1	126	171	183	165	94	41	187	213
PABPC1	5208	7135	11467	9779	1347	982	4706	7296
PABPC1L	67	90	131	124	8	8	17	19
PABPC3	451	638	1200	975	354	262	1166	1785
PABPC4	1797	2346	3330	2895	1172	810	2464	3588
PABPC4L	202	275	352	353	38	32	71	86
PACRGL	130	135	110	77	59	40	89	119
PACS1	91	115	226	228	103	77	263	350
PACS2	287	385	417	359	37	15	85	100
PACSIN2	473	629	673	724	356	261	733	1053
PACSIN3	148	180	217	236	99	53	218	273
PAF1	976	1377	1156	1112	1163	804	2048	3287
PAFAH1B1	1056	1349	1490	1427	685	518	1376	1827
PAFAH1B2	853	1041	1180	1093	404	276	757	1051
PAFAH1B3	219	263	307	298	204	127	397	553
PAFAH2	46	65	85	73	36	25	56	106
PAG1	87	154	152	125	31	17	78	87
PAGR1	564	724	833	914	176	110	300	494
PAICS	4648	6321	6922	6866	2943	2360	5898	8018
PAIP1	1043	1381	1437	1264	530	441	1047	1448
PAIP2	435	593	565	501	551	396	1120	1303
PAIP2B	68	76	70	72	30	29	54	73
PAK1	289	373	422	460	180	143	359	483
