	ribo_untr_a	ribo_untr_b	ribo_isrib_a	ribo_isrib_b	untr_a_hek	untr_b_hek	isrib_a_hek	isrib_b_hek
AP1S3	228	257	97	144	113	98	101	76
AP2A1	980	1264	489	639	1135	888	923	916
AP2A2	1256	1445	541	759	1060	865	896	824
AP2B1	2497	2850	1229	1643	2172	1854	1558	1727
AP2M1	3307	3830	1545	2009	3327	3182	3503	2556
AP2S1	1744	2139	774	995	1217	1175	1241	739
AP3B1	1762	2030	872	1073	2176	2160	1997	1565
AP3B2	33	49	21	26	54	54	40	42
AP3D1	2657	3396	1286	1783	2697	2361	2467	2323
AP3M1	2035	2270	984	1311	1016	901	956	773
AP3M2	382	451	192	215	595	546	508	397
AP3S1	646	663	306	340	617	586	549	416
AP3S2	143	155	71	87	95	71	68	62
AP4B1	379	455	172	229	662	620	547	454
AP4E1	317	392	162	191	691	620	572	508
AP4M1	148	229	96	114	133	124	100	102
AP4S1	37	44	25	28	59	70	55	71
AP5B1	217	291	103	171	354	315	307	259
AP5M1	271	281	124	164	713	638	714	556
AP5S1	168	237	96	143	145	97	96	93
AP5Z1	119	202	72	117	311	255	290	243
APAF1	808	860	314	433	839	821	708	609
APBA2	254	351	130	155	503	434	438	392
APBA3	91	117	37	58	169	163	159	131
APBB1	636	754	305	413	851	755	755	630
APBB2	207	222	73	134	190	171	172	162
APBB3	51	62	14	27	121	106	113	94
APC	844	972	450	586	3064	2576	2749	2297
APC2	11	12	5	7	88	76	68	55
APCDD1	11	18	10	10	23	15	22	16
APEH	1346	1478	563	719	2133	1891	2036	1464
APEX1	2389	3355	1223	1693	2005	2060	2163	1629
APEX2	355	465	153	241	571	502	533	443
APH1A	891	1096	441	556	1098	901	1249	806
APH1B	178	183	62	100	31	28	47	21
API5	1288	1479	614	829	2658	2651	2520	1886
APIP	330	377	137	175	589	580	560	348
APLF	21	23	13	15	92	84	91	63
APLP1	488	616	253	327	68	60	52	52
APLP2	6129	7017	2703	3694	5747	5530	5756	4292
APMAP	726	1130	392	525	1152	994	1053	780
APOBEC3C	475	548	189	289	45	37	47	59
APOC1	114	126	56	70	73	84	84	66
APOL2	470	607	223	292	208	169	164	117
APOLD1	54	89	20	44	18	30	20	16
APOM	25	30	20	24	29	30	31	29
APOO	400	458	209	270	259	188	252	167
APOOL	332	323	156	206	295	272	245	228
APOPT1	60	84	24	31	80	64	79	53
APP	7580	9148	3249	4763	4651	4862	4057	3548
APPBP2	935	1092	409	533	968	860	878	630
APPL1	1332	1396	629	798	2012	1709	1991	1426
APPL2	468	550	229	283	565	490	458	409
APRT	2823	3575	1241	1829	1969	1637	1925	1403
APTX	475	595	268	275	780	796	695	504
AQP11	13	16	6	11	42	38	41	43
AQR	1538	1746	764	949	2125	1882	2120	1565
ARAF	455	568	193	314	598	521	618	522
ARAP1	522	570	214	305	843	744	644	668
ARAP2	167	194	85	106	423	420	372	244
ARAP3	135	179	59	92	47	41	39	22
ARCN1	3719	4183	1782	2250	3159	3021	2869	2256
AREL1	185	213	91	122	722	652	825	623
ARF1	5200	6491	2409	3392	2885	2627	3700	2637
ARF3	43	63	26	27	37	40	39	27
ARF4	1202	1528	644	767	1223	1062	1186	936
ARF5	2442	2638	1114	1478	916	877	854	584
ARF6	643	878	306	458	423	379	469	309
ARFGAP1	667	971	367	453	829	700	728	550
ARFGAP2	650	917	313	506	1028	956	924	749
ARFGAP3	826	971	353	477	469	423	455	367
ARFGEF1	840	860	364	452	1981	1754	1800	1483
ARFGEF2	799	947	354	461	2474	1995	2071	1764
ARFGEF3	556	625	268	328	460	400	385	410
ARFIP1	614	591	257	320	480	440	485	325
ARFIP2	675	811	311	461	1194	1083	1139	887
ARFRP1	274	343	121	146	215	217	176	117
ARG1	0	0	0	0	36	31	22	22
ARG2	730	721	295	376	461	407	476	331
ARGLU1	587	694	254	376	885	1007	898	613
ARHGAP1	557	729	274	355	291	219	194	223
ARHGAP10	285	332	134	195	578	534	491	404
ARHGAP11A	890	915	416	487	2070	1874	1835	1545
ARHGAP12	429	413	196	242	615	522	557	406
ARHGAP17	1072	1471	588	770	802	611	494	618
ARHGAP18	257	259	96	118	312	291	244	203
ARHGAP19-SLIT1	16	30	12	17	61	56	47	47
ARHGAP20	94	116	34	56	80	73	64	62
ARHGAP21	276	245	119	162	1520	1290	1390	1154
ARHGAP22	113	153	42	80	249	224	207	160
ARHGAP24	32	39	15	16	56	59	53	46
ARHGAP26	209	218	94	115	243	205	181	179
ARHGAP27	75	117	42	68	47	55	45	36
ARHGAP28	121	152	58	63	64	50	64	42
ARHGAP29	334	315	117	145	496	397	451	394
ARHGAP30	2	2	2	1	18	18	15	14
ARHGAP31	67	65	30	52	128	110	109	115
ARHGAP32	162	158	80	98	500	390	388	444
ARHGAP33	45	106	47	32	59	55	38	60
ARHGAP35	614	653	276	375	2174	1868	1760	1674
ARHGAP39	178	207	80	86	198	167	168	148
ARHGAP4	3	4	4	1	20	17	20	25
ARHGAP42	77	76	43	47	167	118	137	100
ARHGAP44	92	80	45	50	171	155	157	132
ARHGAP45	41	45	17	27	73	50	61	52
ARHGAP5	527	567	287	281	4094	3653	3591	2876
ARHGDIA	3625	4352	1693	2162	1176	1098	749	983
ARHGDIG	51	65	24	46	86	92	70	50
ARHGEF1	660	813	316	443	447	383	432	335
ARHGEF10	251	326	152	137	539	483	446	389
ARHGEF10L	55	82	30	47	91	63	84	63
ARHGEF11	329	380	144	210	1167	975	1024	1022
ARHGEF12	831	911	396	522	4432	3725	4006	3149
ARHGEF16	118	162	74	84	61	41	73	59
ARHGEF17	152	148	51	61	117	104	79	94
ARHGEF18	27	34	9	14	16	18	19	19
ARHGEF19	13	13	3	4	22	29	23	24
ARHGEF2	964	1219	466	546	502	475	419	384
ARHGEF25	33	61	22	25	338	311	330	258
ARHGEF26	369	478	177	272	732	659	613	574
ARHGEF28	137	124	64	97	60	41	58	46
ARHGEF3	212	230	96	123	211	157	192	149
ARHGEF39	271	372	126	200	251	218	208	159
ARHGEF4	66	52	40	53	303	249	263	284
ARHGEF40	146	175	61	93	132	137	120	88
ARHGEF6	256	251	104	104	206	199	223	205
ARHGEF7	575	704	307	407	587	549	489	426
ARHGEF9	31	24	14	17	301	242	291	215
ARID1A	1816	2526	938	1296	1418	1096	804	1352
ARID1B	699	789	346	425	1589	1367	1307	1424
ARID2	1251	1487	608	821	1828	1581	1689	1398
ARID3A	150	194	82	89	93	80	90	56
ARID3B	103	120	41	61	136	97	115	137
ARID4A	229	261	106	132	577	551	545	445
ARID4B	799	967	385	477	2638	2454	2491	1987
ARID5A	87	105	29	73	72	85	73	82
ARID5B	645	794	308	378	348	258	316	250
ARIH1	914	1190	479	600	1554	1478	1323	1129
ARIH2	642	644	306	372	2425	2218	2356	1736
ARIH2OS	118	149	55	71	29	33	42	22
ARL1	1276	1343	589	733	621	578	631	441
ARL10	119	151	53	91	247	286	140	147
ARL13B	268	282	133	132	541	492	526	368
ARL14EP	336	376	174	220	458	407	373	319
ARL15	232	197	100	107	193	161	185	113
ARL16	268	397	124	218	307	246	276	215
ARL2	391	419	148	207	163	146	189	128
ARL2BP	508	564	242	322	531	455	522	422
ARL3	904	1049	425	544	211	183	216	160
ARL4A	32	28	24	24	109	80	70	57
ARL4C	118	153	62	82	71	70	69	54
ARL4D	102	110	36	47	67	50	46	37
ARL5A	23	41	14	16	515	462	454	292
ARL5B	571	691	325	368	405	361	380	248
ARL6	159	210	77	94	234	236	223	163
ARL6IP1	298	428	164	227	266	268	311	183
ARL6IP4	1027	1443	505	764	1813	1765	1545	1130
ARL6IP5	845	787	323	431	954	924	784	617
ARL6IP6	283	298	124	136	355	251	300	227
ARL8A	394	476	201	268	205	211	219	143
ARL8B	488	654	268	308	558	469	476	352
ARMC1	585	630	288	365	666	649	648	488
ARMC10	79	102	43	52	311	260	246	191
ARMC2	60	66	22	36	64	57	73	47
ARMC4	245	240	111	152	236	223	194	154
ARMC5	160	254	84	170	219	244	211	183
ARMC6	971	1243	506	739	1199	986	1113	909
ARMC7	181	252	104	130	46	35	50	35
ARMC8	419	458	207	259	981	954	985	723
ARMC9	480	592	228	257	542	506	417	409
ARMCX2	507	512	227	300	37	24	42	29
ARMCX3	313	397	140	190	370	381	342	231
ARMCX4	21	40	15	33	138	99	75	93
ARMCX5	212	196	77	129	645	570	589	408
ARMCX6	17	44	17	14	61	75	61	46
ARMH3	743	787	330	478	580	522	511	435
ARMH4	148	151	50	72	132	92	113	97
ARMT1	1770	1879	826	1038	1310	1149	1121	758
ARNT	596	737	296	359	711	665	708	600
ARNT2	82	117	35	71	347	286	255	245
ARNTL	65	70	32	31	116	108	127	72
ARNTL2	97	104	40	46	847	721	744	623
ARPC1A	173	209	97	153	188	164	231	166
ARPC1B	104	126	42	56	62	56	51	47
ARPC2	4340	4981	1985	2680	2151	1846	2230	1654
ARPC3	2575	2901	1299	1661	1467	1472	1365	824
ARPC4-TTLL3	110	135	59	75	79	73	79	61
ARPC5	856	1187	454	564	790	869	729	495
ARPC5L	536	676	253	359	233	254	225	153
ARPIN-AP3S2	14	11	11	19	30	41	45	24
ARPP19	883	1021	408	520	582	554	513	411
ARRB1	145	142	63	72	137	119	125	98
ARRB2	828	988	356	552	430	368	463	401
ARRDC1	380	452	198	226	275	213	318	257
ARRDC2	84	80	35	49	43	35	49	29
ARRDC3	78	87	41	80	145	127	113	80
ARRDC4	308	330	137	166	215	214	166	113
ARSA	172	201	71	119	104	83	94	85
ARSB	127	182	62	95	246	218	217	191
ARSG	43	39	16	23	91	51	71	66
ARSK	223	236	86	112	205	166	182	130
ART5	27	37	16	24	39	37	38	21
ARV1	624	737	338	385	688	612	659	449
ARVCF	79	111	51	52	186	157	163	112
AS3MT	234	240	103	107	259	272	264	181
ASAH1	947	1052	427	614	461	473	415	291
ASAP1	517	585	272	323	753	641	511	656
ASAP2	310	402	159	195	392	333	293	296
ASAP3	144	157	65	78	208	187	162	130
ASB1	151	210	68	79	192	222	186	152
ASB13	145	194	81	93	247	221	222	130
ASB14	0	0	0	0	77	69	42	61
ASB16	23	19	6	8	36	30	33	41
ASB6	939	1141	432	554	519	438	525	395
ASB7	93	127	27	59	267	250	254	190
ASB8	443	524	209	247	295	281	230	198
ASCC1	943	1106	472	566	511	453	444	361
ASCC2	1058	1352	503	679	1015	913	981	882
ASCC3	2437	2837	1240	1559	5997	5439	5557	4141
ASDURF	98	69	30	51	240	221	170	139
ASF1A	802	1003	441	542	639	618	645	418
ASF1B	1090	1526	503	741	686	577	713	513
ASH1L	1065	1256	565	688	5176	4578	3877	4011
ASH2L	890	1018	474	572	527	501	441	411
ASIC1	176	179	83	105	155	135	98	118
ASIC3	10	0	3	1	22	30	29	30
ASL	104	123	54	75	181	132	134	129
ASMTL	251	251	90	129	257	241	212	213
ASNA1	1305	1539	601	836	870	786	978	608
ASNS	2755	2606	1087	1352	2780	2580	2726	2168
ASNSD1	374	410	203	198	2237	2137	2139	1520
ASPH	1106	1231	544	642	1807	1644	1560	1166
ASPHD2	52	59	19	27	72	51	49	54
ASPM	2598	2722	1321	1581	13313	12225	13132	9528
ASPN	1	0	0	0	114	88	61	119
ASPRV1	0	0	0	1	21	24	26	31
ASPSCR1	235	349	127	160	397	353	379	299
ASRGL1	360	482	158	218	373	346	315	252
ASS1	467	482	192	279	397	358	385	273
ASTE1	203	267	114	154	410	307	360	279
ASTN2	22	22	4	13	54	56	55	52
ASXL1	672	891	360	446	2627	2220	2103	2109
ASXL2	329	385	159	211	1104	935	810	945
ASXL3	79	64	37	51	85	83	57	71
ATAD1	1122	1459	578	780	991	909	850	700
ATAD2	2842	2962	1395	1540	3575	3486	3341	2549
ATAD2B	281	327	148	167	1283	1087	1183	824
ATAD3A	795	1071	423	629	882	792	806	561
ATAD3B	526	707	241	347	885	885	841	685
ATAD5	721	701	343	392	2481	2358	1970	1888
ATAT1	210	254	82	132	96	86	79	84
ATE1	524	600	258	342	851	767	718	595
ATF1	422	578	239	304	379	380	445	324
ATF2	296	321	113	133	841	777	873	621
ATF3	146	174	65	90	55	62	67	52
ATF4	314	318	106	115	7363	7197	7715	5373
ATF5	24	33	11	11	48	37	51	53
ATF6	1370	1499	646	850	1247	1144	1324	966
ATF6B	973	1241	396	676	426	348	457	346
ATF7IP	2451	2879	1341	1521	1358	1270	1075	1133
ATF7IP2	24	26	7	12	121	104	85	80
ATG10	42	49	19	19	79	59	66	49
ATG101	306	374	140	207	303	337	294	189
ATG12	246	373	164	192	136	108	143	101
ATG13	402	460	179	252	587	498	586	479
ATG14	87	110	48	56	303	325	317	261
ATG16L1	474	587	237	289	945	819	779	644
ATG16L2	21	17	7	14	117	93	97	84
ATG2A	386	554	188	310	762	701	615	639
ATG2B	1152	1219	537	623	1942	1699	1725	1413
ATG3	741	785	359	463	1441	1377	1543	984
ATG4A	188	201	88	80	356	295	337	252
ATG4B	1017	1310	500	707	717	648	714	568
ATG4C	373	358	151	191	761	780	815	567
ATG4D	207	264	89	116	358	306	358	267
ATG5	601	622	294	353	690	627	610	452
ATG7	597	642	264	326	1001	924	885	756
ATG9A	1133	1225	532	720	570	463	560	457
ATIC	6833	7893	3266	4179	2187	2045	1384	2053
ATL1	160	180	97	92	102	94	99	64
ATL2	1074	1296	574	679	1838	1829	1565	1281
ATL3	114	130	61	51	547	461	493	357
ATM	1030	1005	445	593	4687	4275	4070	3350
ATMIN	81	87	44	39	1114	955	1087	761
ATN1	831	1041	378	546	406	315	220	357
ATOX1	1212	1288	618	747	186	202	241	135
ATP10D	80	87	36	50	254	247	275	208
ATP11A	268	322	107	179	490	449	309	405
ATP11B	587	640	279	328	1114	1078	1133	811
ATP11C	1174	1295	571	711	2275	2070	2022	1604
ATP13A1	809	1368	486	711	1049	899	853	929
ATP13A2	666	752	308	382	855	741	746	711
ATP13A3	1219	1424	603	747	2586	2416	2478	1929
ATP1A1	13356	17136	6760	8653	11332	10489	10752	9674
ATP1B1	912	965	450	577	360	354	265	262
ATP1B3	1846	2164	868	1112	1402	1298	1368	1038
ATP23	169	155	82	92	106	92	105	84
ATP2A1	27	30	6	10	92	59	58	65
ATP2A2	7611	9718	3795	5136	5663	5181	3611	4770
ATP2A3	138	125	45	72	18	33	13	10
ATP2B1	1806	2327	913	1193	2565	2490	2389	1736
ATP2B4	156	198	62	82	1023	924	746	831
ATP2C1	1081	1363	539	625	1942	1898	1655	1393
ATP5F1A	9792	12539	5094	6568	11573	10642	11434	7368
ATP5F1B	24599	30098	11359	14821	16570	14734	16837	11165
ATP5F1C	5808	6445	2873	3483	3057	2790	3050	1956
ATP5F1D	916	1338	517	703	237	191	208	139
ATP5F1E	1514	1620	653	879	930	735	1051	509
ATP5IF1	2168	2758	1037	1395	1583	1595	1386	952
ATP5MC1	1364	1665	673	860	995	780	1070	678
ATP5MC2	3833	5194	1912	2530	1606	1265	1781	1060
ATP5MC3	5489	6555	2582	3134	4384	3927	4543	2795
ATP5MD	928	1206	475	682	646	722	721	399
ATP5ME	2091	2378	885	1128	1827	1973	1633	1070
ATP5MF	2122	2398	1040	1576	744	493	1083	587
ATP5MF-PTCD1	34	38	16	25	35	24	36	22
ATP5MG	382	518	197	322	790	771	784	522
ATP5MPL	2192	2721	1045	1437	744	749	662	340
ATP5PB	2983	3320	1437	1804	3597	3212	3504	2231
ATP5PD	1218	1695	586	872	1947	1884	1939	1268
ATP5PF	2489	2719	1233	1480	869	679	1023	667
ATP5PO	1755	1965	821	1043	1999	1795	2243	1474
ATP6AP1	2907	3452	1235	1734	1135	1030	1264	981
ATP6AP2	2303	2452	1019	1269	966	781	1021	728
ATP6V0A1	1062	1342	548	693	1455	1245	1054	1142
ATP6V0A2	812	935	388	513	1140	1014	1072	860
ATP6V0B	1953	2757	992	1318	1101	795	1307	838
ATP6V0C	1346	1820	672	862	163	137	125	130
ATP6V0D1	1472	1919	682	1018	978	869	1008	777
ATP6V0E1	372	527	190	303	324	267	281	169
ATP6V0E2	480	629	220	315	295	281	284	185
ATP6V1A	2486	3254	1358	1663	3468	3198	3512	2507
ATP6V1B1	59	55	31	37	31	31	34	33
ATP6V1B2	1592	1897	746	967	1018	947	941	714
ATP6V1C1	901	1007	443	564	1195	1075	1016	807
ATP6V1C2	33	32	14	23	27	34	23	28
ATP6V1D	1079	1220	482	634	922	925	758	565
ATP6V1E1	1967	2258	979	1272	1094	975	1080	749
ATP6V1E2	14	5	0	2	23	27	21	15
ATP6V1F	1555	1737	701	956	676	609	738	487
ATP6V1G1	1379	1541	628	832	974	951	887	655
ATP6V1H	1282	1439	617	796	1130	1079	1006	723
ATP7A	482	491	238	269	563	536	482	370
ATP7B	438	641	216	332	779	685	741	655
ATP8A1	257	251	102	143	568	522	517	369
ATP8A2	27	31	11	14	42	25	23	20
ATP8B1	26	33	6	17	164	117	83	138
ATP8B2	153	163	71	79	2169	1812	2044	1663
ATP9A	487	540	236	295	619	547	585	553
ATP9B	219	226	85	106	423	393	325	295
ATPAF1	1633	1895	751	952	1197	1211	945	738
ATPAF2	129	182	67	95	439	355	438	306
ATPSCKMT	219	277	122	160	268	219	224	174
ATR	1139	1250	524	603	3691	3327	3501	2546
ATRAID	538	693	268	393	759	677	795	520
ATRIP	275	345	132	186	829	703	826	638
ATRN	747	895	341	447	1174	1006	878	777
ATRNL1	106	119	72	61	444	443	359	255
ATRX	1182	1434	680	778	5123	4912	4547	3735
ATXN1	97	113	49	78	184	139	173	154
ATXN10	3720	4501	1948	2438	3020	2591	2223	2253
ATXN1L	69	100	42	36	323	313	380	331
ATXN2	2227	2571	1084	1336	970	787	692	846
ATXN2L	2193	2915	1156	1577	1496	1084	802	1362
ATXN3	516	527	244	299	291	270	266	202
ATXN7	10	3	2	1	41	43	44	37
ATXN7L1	87	104	47	55	158	109	133	122
ATXN7L2	68	111	40	54	192	157	190	185
ATXN7L3	102	107	46	68	502	436	423	360
ATXN7L3B	489	691	232	328	332	269	311	209
AUH	196	240	104	115	273	267	256	160
AUNIP	491	522	188	222	565	438	611	452
AUP1	671	782	328	429	1658	1417	1827	1264
AURKA	1784	2097	890	1096	1445	1276	1473	1037
AURKAIP1	2754	3807	1230	1794	1393	1465	1217	876
AURKB	1541	2058	778	1025	1508	1458	1539	1247
AUTS2	361	418	163	228	398	326	277	379
AVEN	134	164	68	95	292	290	277	217
AVIL	2	1	4	1	98	75	59	86
AVL9	294	360	150	187	823	735	709	603
AVPI1	163	166	71	104	40	32	31	28
AXIN1	306	446	166	220	796	808	720	544
AXIN2	106	149	41	66	150	143	97	95
AZI2	141	130	64	86	1020	928	1003	735
AZIN1	763	845	313	441	2608	2370	2417	1905
AZIN2	13	16	9	10	67	68	54	63
B2M	4640	5276	2011	2614	1209	1169	1066	730
B3GALNT2	180	219	91	99	1234	1169	1096	902
B3GALT1	8	9	1	7	40	27	42	26
B3GALT2	1	1	0	0	121	128	84	94
B3GALT4	137	154	56	56	26	15	11	11
B3GALT6	266	375	138	183	105	97	81	57
B3GAT2	64	74	20	39	78	73	82	61
B3GAT3	235	326	106	157	303	293	285	206
B3GLCT	294	263	120	152	415	335	379	282
B3GNT10	93	110	47	44	194	177	140	113
B3GNT2	124	130	50	64	230	203	288	171
B3GNT4	17	10	7	8	32	26	22	21
B3GNT5	159	144	87	95	114	119	118	100
B3GNTL1	50	49	33	25	54	31	33	28
B4GALNT1	20	29	5	15	58	53	61	43
B4GALNT3	216	265	97	103	422	307	373	319
B4GALNT4	33	49	14	21	208	195	148	128
B4GALT1	340	435	189	190	158	135	106	108
B4GALT2	110	127	46	62	519	438	523	367
B4GALT3	169	199	84	102	677	619	745	566
B4GALT4	174	170	71	109	274	253	207	172
B4GALT5	470	616	254	321	471	399	367	309
B4GALT6	70	103	21	43	124	100	102	100
B4GALT7	123	159	50	89	215	180	230	175
B4GAT1	1045	1504	488	754	659	604	590	418
B9D1	280	322	120	182	458	384	421	330
B9D2	32	47	27	26	24	27	30	20
BABAM1	708	891	334	426	990	842	1026	721
BABAM2	438	502	212	264	689	631	680	451
BACE1	112	152	56	69	256	197	241	216
BACE2	318	352	150	193	215	226	212	128
BACH1	488	549	233	300	1487	1341	1394	1100
BACH2	108	124	57	74	83	53	59	43
BAD	342	489	159	236	261	221	246	148
BAG1	219	317	109	149	883	944	728	575
BAG2	945	1404	523	656	450	468	342	273
BAG3	1146	1532	584	794	266	222	246	210
BAG4	470	519	194	245	479	411	501	341
BAG5	670	788	315	421	912	926	761	580
BAG6	5860	8217	3115	4148	2964	2368	2178	2613
BAHCC1	192	212	96	137	494	345	234	358
BAHD1	679	924	327	470	255	221	178	177
BAIAP2	226	311	106	148	239	191	230	227
BAIAP2L1	853	943	420	532	555	505	468	426
BAIAP3	11	18	3	21	57	56	67	51
BAK1	155	212	78	98	141	133	158	126
BAMBI	321	362	178	255	146	119	216	156
BANF1	630	893	237	359	248	293	261	190
BANP	176	242	81	118	256	255	250	198
BAP1	385	497	190	260	2394	2223	2318	1811
BARD1	690	800	308	428	1195	1077	1169	889
BARX1	0	2	0	0	27	28	17	23
BATF3	38	66	20	22	40	42	21	26
BAX	729	988	371	487	527	570	573	478
BAZ1A	2264	2496	1054	1353	5244	4913	4822	3723
BAZ1B	2695	3423	1425	1719	6236	5888	5253	4381
BAZ2A	1901	2170	863	1176	1965	1487	1094	1672
BAZ2B	244	247	113	140	920	807	796	653
BBC3	45	64	16	31	40	34	25	31
BBIP1	159	237	93	140	143	150	159	115
BBOF1	6	13	7	5	78	53	65	49
BBOX1	0	0	0	0	22	30	18	24
BBS10	548	559	253	315	382	295	376	255
BBS12	67	88	38	33	157	117	126	86
BBS2	615	749	275	323	853	814	747	588
BBS4	341	379	156	193	493	402	514	379
BBS5	24	29	4	11	28	20	14	17
BBS7	805	890	383	477	1020	948	1046	674
BBS9	121	115	51	50	420	408	352	297
BBX	903	1066	468	577	2190	1948	2016	1713
BCAM	149	175	55	85	51	40	39	34
BCAP29	615	790	310	380	718	694	690	506
BCAP31	3965	4885	1759	2485	2668	2604	2507	1837
BCAR1	390	558	184	286	444	333	398	363
BCAR3	68	84	32	51	104	88	88	78
BCAS2	1238	1517	623	830	1366	1380	1311	892
BCAS3	562	638	272	353	806	660	750	630
BCAS4	181	202	88	99	51	45	59	31
BCAT1	1795	1817	753	941	885	845	869	553
BCAT2	782	1013	360	560	558	499	554	370
BCCIP	2891	3473	1431	1694	2379	2557	2246	1540
BCDIN3D	175	228	80	80	134	124	144	110
BCHE	255	233	107	126	78	89	79	55
BCKDHA	58	78	27	30	31	42	45	26
BCKDHB	465	518	207	246	434	373	389	300
BCKDK	901	987	367	494	657	494	597	574
BCL10	502	661	277	320	235	246	217	158
BCL11A	280	400	125	177	208	180	125	121
BCL2L1	64	96	26	37	155	139	107	109
BCL2L11	71	96	58	45	159	124	150	120
BCL2L12	343	458	165	236	329	367	365	255
BCL2L13	464	582	249	270	971	828	886	686
BCL2L2	11	10	5	4	59	30	44	46
BCL6	69	120	42	57	36	35	42	22
BCL6B	11	3	6	11	139	101	128	84
BCL7A	379	546	167	274	210	233	204	157
BCL7B	209	252	90	139	231	188	255	180
BCL7C	292	377	126	178	669	652	601	438
BCL9	237	247	94	168	453	355	319	390
BCL9L	47	73	24	26	48	32	25	38
BCLAF1	1250	1524	682	900	3956	3668	4183	3191
BCLAF3	66	93	30	31	213	182	188	161
BCO2	4	6	2	3	28	34	23	40
BCOR	3464	3999	1784	2359	5440	4474	3886	4682
BCORL1	698	950	337	473	498	342	267	482
BCR	460	618	203	345	1804	1674	1481	1337
BCS1L	847	1045	426	587	1053	932	948	719
BDH1	0	1	0	0	111	100	92	69
BDH2	220	218	83	119	210	235	238	149
BDP1	596	715	294	363	5527	5342	5024	3959
BECN1	379	432	158	223	1210	1164	1185	888
BEND3	187	266	90	114	309	264	187	244
BEND4	165	199	70	112	157	138	164	119
BEND6	6	2	2	2	16	14	21	10
BEND7	107	121	45	56	211	171	119	137
BET1	399	443	182	256	243	249	232	142
BET1L	130	136	44	57	92	108	68	73
BEX1	688	1023	401	484	78	74	59	28
BEX2	426	635	252	335	848	804	807	506
BEX3	1409	2431	785	1099	3721	3836	3064	2101
BEX4	490	679	238	321	552	631	703	413
BEX5	12	11	5	6	45	44	32	32
BFAR	466	585	240	308	656	577	679	509
BFSP1	69	66	23	41	109	106	111	79
BHLHE40	324	374	144	186	78	83	73	79
BICC1	294	284	168	185	231	195	280	229
BICD1	204	231	77	108	206	166	124	190
BICD2	556	745	252	335	1023	944	878	764
BICDL1	19	23	11	13	46	39	42	38
BICRA	110	167	53	84	97	61	30	67
BICRAL	70	63	29	27	165	153	139	120
BID	861	1084	427	610	357	309	330	212
BIN1	35	53	19	12	181	173	198	127
BIN3	190	250	93	123	165	165	167	121
BIRC2	291	337	144	162	827	794	727	593
BIRC5	1297	1599	634	829	1648	1666	1370	1009
BIRC6	3222	3642	1569	1952	12104	10720	11397	8671
BIVM	12	11	6	4	69	80	60	43
BLCAP	229	271	103	139	100	77	88	57
BLM	694	827	348	454	3590	3181	3213	2658
BLMH	1615	2159	812	1048	936	979	857	759
BLOC1S1	180	179	68	97	173	161	173	116
BLOC1S2	376	426	172	221	294	254	296	181
BLOC1S4	272	317	95	146	147	125	142	70
BLOC1S5	110	129	51	59	85	87	103	77
BLOC1S6	213	226	99	126	267	260	256	185
BLVRA	1413	1576	616	796	542	554	505	395
BLVRB	1078	1246	462	688	232	215	225	130
BLZF1	538	652	324	371	665	651	688	454
BMP1	146	150	51	84	132	88	130	115
BMP2	162	220	89	145	25	30	19	16
BMP2K	291	328	136	203	652	527	624	544
BMP4	74	72	36	35	58	64	34	50
BMP6	80	98	39	51	89	71	69	46
BMP7	422	509	203	251	393	333	407	302
BMP8B	17	29	7	13	33	26	31	25
BMPER	6	7	3	3	42	44	29	25
BMPR1A	104	115	44	69	195	167	217	161
BMPR1B	110	98	42	66	114	93	94	96
BMPR2	530	560	217	320	700	627	663	710
BMS1	1742	2215	941	1141	4584	4567	4152	3279
BMT2	242	241	117	118	192	174	162	123
BNC1	4	4	3	4	39	32	42	30
BNC2	78	107	49	60	82	79	99	71
BNIP1	335	359	169	196	268	224	245	178
BNIP2	845	1055	427	549	938	886	838	541
BNIP3	181	234	114	128	290	288	226	192
BNIP3L	685	814	331	397	228	246	197	139
BOC	35	51	20	28	137	127	119	117
BOD1	240	315	125	181	623	525	622	436
BOD1L1	1272	1514	693	832	3571	3347	3364	2685
BOLA1	64	70	25	35	92	88	66	62
BOLA3	330	595	211	321	484	447	435	285
BOP1	1709	2458	889	1163	2249	2196	2247	1668
BORA	333	342	125	164	549	465	533	404
BORCS5	164	172	69	99	78	42	57	46
BORCS6	86	91	44	56	104	75	72	49
BORCS8	15	24	21	6	29	27	37	13
BPGM	164	199	70	128	330	271	296	186
BPHL	287	361	139	162	286	250	252	175
BPNT1	912	1026	415	510	1024	1089	1037	767
BPTF	2019	2236	997	1174	7166	6501	5352	5717
BRAF	332	444	163	205	361	351	353	283
BRAP	653	855	356	458	652	615	599	468
BRAT1	748	1019	384	489	879	754	745	629
BRCA1	1184	1262	561	716	3675	3222	3089	2596
BRCA2	1226	1232	550	649	4461	4113	4027	3488
BRCC3	483	553	219	328	671	694	660	492
BRD1	596	881	296	415	990	842	778	807
BRD2	5993	7183	2789	3562	7219	6304	7402	6640
BRD3	797	1052	347	545	429	404	336	332
BRD3OS	18	16	4	12	61	75	72	61
BRD4	1677	2068	828	1087	1063	791	523	902
BRD7	157	166	62	86	1479	1445	1372	1043
BRD8	1176	1602	621	837	2198	2103	1998	1710
BRD9	384	401	201	246	963	881	751	713
BRF1	372	518	205	281	462	438	401	346
BRF2	338	488	151	234	244	201	216	152
BRI3	217	300	103	155	123	97	123	83
BRI3BP	559	810	285	400	227	210	197	151
