	ribo_untr_a	ribo_untr_b	ribo_isrib_a	ribo_isrib_b	untr_a_hek	untr_b_hek	isrib_a_hek	isrib_b_hek
ARHGEF11	324	375	142	207	1155	966	997	1007
ARHGEF12	832	910	396	524	4432	3726	4008	3150
ARHGEF16	118	162	73	86	61	41	73	59
ARHGEF17	165	197	61	75	117	104	79	94
ARHGEF2	963	1205	463	536	500	471	417	382
ARHGEF25	23	42	18	19	239	201	181	142
ARHGEF26	369	479	177	271	733	659	612	574
ARHGEF28	137	124	64	96	60	41	58	46
ARHGEF3	210	224	92	120	206	153	189	145
ARHGEF39	261	366	121	196	254	218	208	165
ARHGEF4	65	52	40	53	303	249	263	284
ARHGEF40	145	181	63	93	132	137	120	88
ARHGEF6	258	247	105	103	207	200	222	205
ARHGEF7	575	704	307	407	587	549	489	426
ARHGEF9	31	22	14	17	311	252	294	219
ARID1A	1819	2520	939	1300	1418	1096	804	1352
ARID1B	702	795	367	439	1589	1367	1307	1424
ARID2	1253	1486	611	821	1828	1583	1690	1403
ARID3A	153	195	81	90	95	80	91	57
ARID3B	103	120	41	60	134	97	114	137
ARID4A	230	263	106	132	577	551	545	445
ARID4B	797	941	378	471	2614	2438	2468	1963
ARID5A	87	105	29	73	72	85	73	82
ARID5B	645	793	310	379	348	258	316	250
ARIH1	914	1192	480	602	1554	1479	1322	1128
ARIH2	644	644	306	371	2438	2227	2376	1747
ARL1	1280	1336	597	737	643	593	648	456
ARL10	37	50	16	21	172	180	80	107
ARL13B	268	282	133	131	541	492	527	368
ARL14EP	336	375	174	220	458	407	372	318
ARL15	220	181	92	102	187	157	179	111
ARL16	255	360	117	203	287	240	258	192
ARL2	391	417	148	208	163	146	189	128
ARL2BP	508	563	241	322	532	457	523	422
ARL3	931	1058	435	547	225	199	238	171
ARL4A	32	28	24	24	109	80	70	57
ARL4C	110	155	63	81	85	83	79	66
ARL4D	102	110	36	48	67	50	46	37
ARL5A	23	40	13	16	549	486	482	307
ARL5B	578	703	328	371	406	361	382	248
ARL6	160	210	77	95	234	236	223	163
ARL6IP1	379	542	200	301	432	382	425	277
ARL6IP4	1027	1448	506	765	1814	1763	1544	1131
ARL6IP5	844	790	324	431	954	924	784	617
ARL6IP6	289	303	129	138	355	251	300	227
ARL8A	374	452	202	266	199	207	215	142
ARL8B	483	655	261	305	558	469	475	352
ARMC1	568	618	279	352	609	615	598	468
ARMC10	79	102	42	52	311	261	246	191
ARMC2	60	66	22	36	64	57	73	47
ARMC4	243	238	111	152	239	221	191	153
ARMC5	161	255	85	169	219	244	211	183
ARMC6	972	1247	508	740	1199	986	1113	909
ARMC7	181	252	104	130	46	35	51	35
ARMC8	419	461	207	258	981	954	985	722
ARMC9	480	593	228	259	542	506	417	409
ARMCX3	312	397	140	190	370	381	342	231
ARMCX4	21	40	16	33	138	99	75	93
ARMCX5	212	196	77	131	645	570	589	408
ARMCX6	17	44	17	14	61	75	61	46
ARMH3	730	762	322	470	563	507	496	426
ARMH4	146	152	51	72	132	92	112	97
ARMT1	1774	1879	826	1037	1310	1149	1121	758
ARNT	577	707	289	351	712	665	708	601
ARNT2	83	117	35	71	347	286	255	245
ARNTL	65	71	32	31	116	108	127	72
ARNTL2	97	104	40	46	847	721	744	623
ARPC1A	172	209	96	153	188	164	231	166
ARPC1B	104	126	42	56	62	56	51	47
ARPC2	4339	4983	1991	2679	2151	1846	2230	1654
ARPC3	2363	2638	1201	1535	1354	1320	1266	764
ARPC4-TTLL3	105	131	58	69	79	73	78	61
ARPC5	767	1017	391	479	706	780	682	469
ARPC5L	536	676	254	361	233	254	225	153
ARPP19	644	720	312	372	532	497	464	367
ARRB1	143	139	61	73	137	116	122	96
ARRB2	830	991	356	554	430	368	463	401
ARRDC1	380	452	198	227	275	213	318	257
ARRDC2	84	80	36	49	43	35	49	29
ARRDC3	78	88	42	77	145	126	108	78
ARRDC4	308	331	137	166	215	214	166	113
ARSA	169	197	71	116	101	82	94	85
ARSB	125	169	59	94	242	217	218	191
ARSG	44	40	16	23	91	51	71	66
ARSK	223	236	86	112	205	166	182	130
ARV1	625	738	338	386	686	612	659	449
ARVCF	78	105	49	52	186	155	162	114
AS3MT	234	240	103	107	259	272	264	181
ASAH1	946	1046	423	610	453	464	398	280
ASAP1	526	593	277	327	752	633	507	651
ASAP2	311	401	160	195	392	333	293	296
ASAP3	143	156	66	77	205	185	161	129
ASB1	151	210	68	81	192	222	186	152
ASB13	141	182	74	90	237	201	205	124
ASB14	0	0	0	0	81	70	42	60
ASB16	23	19	6	8	36	30	33	41
ASB3	633	735	314	394	893	796	783	537
ASB6	898	1113	406	538	509	426	517	385
ASB7	93	127	27	59	267	250	254	190
ASB8	425	491	197	234	290	274	228	196
ASCC1	877	1035	433	532	494	441	427	348
ASCC2	1029	1312	495	669	1010	908	971	873
ASCC3	2425	2806	1223	1543	5959	5396	5520	4112
ASDURF	98	68	30	51	240	221	170	139
ASF1A	804	1004	444	542	639	618	645	418
ASF1B	1067	1416	467	719	650	537	689	484
ASH1L	1065	1244	562	688	5129	4547	3845	3990
ASH2L	892	1017	476	573	527	501	441	411
ASIC1	176	179	83	105	155	135	98	118
ASL	104	123	54	75	181	132	134	129
ASMTL	249	242	89	126	256	239	212	212
ASNS	2675	2483	1056	1307	2747	2555	2662	2146
ASNSD1	374	410	203	197	2237	2137	2138	1520
ASPH	862	1000	440	529	1791	1647	1559	1166
ASPHD2	51	59	19	27	72	51	49	54
ASPM	2591	2692	1314	1574	13233	12162	13041	9447
ASPN	1	0	0	0	115	83	63	117
ASPSCR1	235	351	128	160	400	353	379	299
ASRGL1	361	481	158	219	373	346	315	252
ASS1	467	482	194	279	395	358	385	274
ASTE1	205	264	112	152	396	292	345	272
ASTN2	22	21	4	12	54	57	55	51
ASXL1	674	891	361	448	2625	2220	2103	2106
ASXL2	325	376	156	208	1093	924	807	934
ASXL3	79	64	37	51	85	83	57	71
ATAD1	1027	1261	517	696	972	898	827	685
ATAD2	2852	2951	1394	1535	3572	3490	3343	2556
ATAD2B	279	317	144	167	1290	1088	1182	822
ATAD3A	790	1064	421	627	879	785	805	557
ATAD3B	526	703	241	351	885	884	843	686
ATAD5	723	702	344	393	2481	2358	1970	1888
ATAT1	210	261	82	133	96	86	79	84
ATE1	522	602	255	342	848	763	715	591
ATF1	425	579	243	304	379	380	445	324
ATF2	296	322	112	134	816	766	857	618
ATF3	146	175	65	92	55	62	67	52
ATF4	312	313	106	115	7364	7194	7713	5371
ATF5	24	33	12	11	49	37	51	53
ATF6	1369	1502	645	850	1247	1144	1324	966
ATF6B	967	1226	390	662	425	345	458	348
ATF7IP	2456	2878	1344	1523	1358	1270	1076	1133
ATF7IP2	24	26	7	12	121	104	85	80
ATG10	42	48	19	19	79	59	66	49
ATG101	307	375	141	207	303	337	294	189
ATG12	182	243	123	130	132	103	140	99
ATG13	401	459	180	251	587	498	586	479
ATG14	84	99	46	56	305	325	315	261
ATG16L1	475	587	237	290	945	819	779	644
ATG16L2	20	19	7	14	117	93	97	84
ATG2A	380	533	188	295	759	699	612	640
ATG2B	1149	1221	540	621	1924	1683	1709	1409
ATG3	694	753	340	444	1431	1367	1532	978
ATG4A	188	201	88	80	356	295	338	252
ATG4B	1010	1296	498	699	706	639	704	551
ATG4C	373	359	152	191	761	780	815	567
ATG4D	207	264	89	116	358	306	358	267
ATG5	548	537	274	318	661	593	585	431
ATG7	597	642	264	327	1001	924	884	756
ATG9A	1076	1158	507	673	570	458	552	463
ATIC	6842	7908	3272	4187	2188	2045	1387	2053
ATL1	161	180	97	92	102	94	99	64
ATL2	1059	1286	572	670	1828	1816	1563	1289
ATL3	113	131	62	53	545	452	485	352
ATM	1032	1003	444	592	4686	4274	4070	3350
ATMIN	81	87	43	39	1114	954	1087	760
ATN1	832	1038	378	546	406	315	220	357
ATOX1	888	991	464	558	159	162	203	105
ATP10D	80	87	37	50	254	247	275	208
ATP11A	270	325	107	179	490	449	309	405
ATP11B	588	640	281	328	1113	1078	1133	811
ATP11C	1167	1284	569	703	2264	2062	2013	1604
ATP13A1	809	1351	485	709	1045	893	847	926
ATP13A2	617	683	283	353	855	741	745	711
ATP13A3	1205	1413	601	736	2598	2431	2490	1955
ATP1A1	13384	17177	6781	8686	11333	10488	10750	9673
ATP1B1	911	965	452	576	360	354	265	262
ATP1B3	1847	2160	871	1112	1402	1297	1366	1038
ATP23	170	157	82	92	106	92	105	84
ATP2A1	27	30	6	10	92	59	58	65
ATP2A2	7619	9723	3800	5146	5659	5174	3608	4766
ATP2B1	1801	2314	910	1187	2538	2456	2354	1712
ATP2B4	156	197	62	83	1023	924	746	830
ATP2C1	1081	1364	542	626	1941	1898	1655	1393
ATP5F1A	9416	12047	4887	6331	11573	10642	11431	7370
ATP5F1B	24655	29659	11299	14708	16140	14248	16410	10844
ATP5F1C	6027	6661	2975	3613	3056	2787	3049	1955
ATP5F1D	918	1341	517	705	237	191	208	139
ATP5F1E	2082	2352	895	1322	882	700	1002	479
ATP5IF1	2167	2768	1039	1396	1582	1595	1386	952
ATP5MC1	1368	1662	677	859	996	779	1070	677
ATP5MC2	3756	5071	1846	2453	1452	1130	1617	953
ATP5MC3	5265	5909	2421	2899	3772	3319	3901	2462
ATP5MD	1605	1847	837	1132	569	630	665	372
ATP5ME	2040	2271	864	1091	1878	2053	1690	1103
ATP5MF	2375	2499	1129	1681	833	623	1102	580
ATP5MG	382	519	198	323	791	771	784	522
ATP5MPL	2502	3173	1223	1717	770	772	699	356
ATP5PB	2987	3314	1434	1802	3575	3181	3479	2225
ATP5PD	1127	1564	560	817	1830	1811	1746	1150
ATP5PF	2379	2740	1170	1435	903	690	1065	686
ATP5PO	1806	2083	848	1087	1889	1681	2114	1362
ATP6AP1	2907	3457	1244	1741	1134	1030	1263	981
ATP6AP2	2305	2454	1022	1269	971	783	1024	730
ATP6V0A1	1061	1343	548	694	1455	1245	1053	1141
ATP6V0A2	811	936	388	513	1140	1014	1072	860
ATP6V0B	1954	2763	995	1319	1101	795	1307	838
ATP6V0C	1348	1819	673	863	163	137	125	130
ATP6V0D1	1461	1869	673	985	974	866	1004	769
ATP6V0E1	382	535	192	305	324	267	282	169
ATP6V0E2	482	628	220	331	295	281	284	185
ATP6V1A	2486	3255	1358	1667	3467	3198	3512	2507
ATP6V1B1	59	52	30	37	30	31	34	33
ATP6V1B2	1593	1899	746	970	1018	946	941	714
ATP6V1C1	901	1006	446	561	1195	1075	1016	807
ATP6V1D	1021	1172	453	591	848	838	716	536
ATP6V1E1	1496	1727	769	961	1032	923	1018	719
ATP6V1F	1553	1737	704	955	676	609	738	487
ATP6V1G1	1381	1542	630	834	974	951	887	655
ATP6V1H	1256	1408	606	777	1096	1046	976	709
ATP7A	483	490	239	269	563	537	482	370
ATP7B	433	638	214	330	766	679	723	644
ATP8A1	254	251	103	135	568	523	519	367
ATP8B1	25	33	6	18	162	115	80	138
ATP8B2	153	163	71	79	2169	1812	2044	1663
ATP9A	472	526	230	286	618	547	584	552
ATP9B	219	226	85	106	426	393	325	295
ATPAF1	1622	1868	750	945	1162	1162	936	724
ATPAF2	127	176	67	97	429	334	423	306
ATPSCKMT	215	269	121	161	260	215	215	172
ATR	1119	1229	515	595	3686	3326	3487	2539
ATRAID	538	694	269	395	759	677	795	520
ATRIP	275	346	132	186	830	703	826	638
ATRN	747	896	341	447	1174	1006	878	777
ATRNL1	107	119	72	61	446	443	361	255
ATRX	1174	1425	679	774	5095	4884	4523	3720
ATXN1	97	113	47	80	176	137	169	152
ATXN10	3723	4510	1952	2443	3020	2591	2223	2252
ATXN1L	69	100	41	38	323	313	380	331
ATXN2	2234	2575	1087	1345	961	783	689	847
ATXN2L	2194	2918	1156	1580	1495	1084	802	1362
ATXN3	489	503	230	287	293	274	266	204
ATXN7	10	3	2	1	41	43	44	37
ATXN7L1	90	103	47	57	160	111	137	126
ATXN7L2	69	112	40	54	192	157	190	185
ATXN7L3	104	108	41	67	492	432	419	357
ATXN7L3B	490	694	233	330	332	269	311	209
AUH	186	218	100	109	273	268	254	161
AUNIP	474	490	176	215	576	445	639	463
AUP1	669	777	324	422	1709	1456	1877	1295
AURKA	1684	1981	844	1030	1387	1217	1409	995
AURKAIP1	2560	3538	1161	1662	1234	1270	1105	773
AURKB	1497	1946	756	998	1463	1430	1508	1206
AUTS2	363	420	164	229	404	339	284	386
AVEN	134	160	66	91	290	285	271	212
AVIL	2	1	2	1	97	68	59	85
AVL9	294	360	150	187	823	734	710	602
AVPI1	152	157	65	102	34	30	32	29
AXIN1	304	442	165	220	779	789	707	536
AXIN2	104	147	42	66	146	139	95	97
AZI2	131	126	61	82	987	901	983	710
AZIN1	758	816	303	436	2502	2269	2318	1817
AZIN2	13	16	9	10	67	69	54	63
B2M	4655	5303	2015	2626	1209	1170	1068	732
B3GALNT2	180	202	90	89	1203	1143	1076	884
B3GALT1	8	9	1	7	40	27	42	26
B3GALT2	1	1	0	0	121	128	84	94
B3GALT6	267	377	139	183	105	97	81	57
B3GAT2	66	74	21	43	82	86	78	65
B3GAT3	180	269	88	137	305	296	287	206
B3GLCT	294	263	120	152	416	335	379	282
B3GNT10	94	109	47	44	194	177	140	113
B3GNT2	123	130	50	64	230	203	288	171
B3GNT5	159	145	88	95	114	119	118	100
B4GALNT1	20	27	5	14	57	52	61	43
B4GALNT3	216	263	97	103	422	307	373	319
B4GALNT4	34	51	14	21	208	195	148	128
B4GALT1	335	418	180	187	157	135	103	107
B4GALT2	110	128	46	62	519	438	523	368
B4GALT3	175	202	83	107	661	596	719	550
B4GALT4	171	167	69	112	265	259	206	170
B4GALT5	464	602	247	315	461	396	361	306
B4GALT6	70	104	22	47	118	97	103	101
B4GALT7	123	159	50	91	215	180	230	175
B4GAT1	1018	1462	484	739	661	607	587	420
B9D1	243	278	94	154	444	368	399	323
BABAM1	708	890	333	426	990	842	1026	721
BABAM2	438	501	212	264	688	630	680	451
BACE1	112	152	57	67	257	201	238	216
BACE2	318	352	150	196	215	226	212	128
BACH1	491	552	232	301	1487	1341	1393	1100
BACH2	106	122	58	73	79	52	57	43
BAD	275	394	129	191	256	219	243	147
BAG1	214	305	105	145	868	934	722	568
BAG2	945	1407	526	658	450	468	342	273
BAG3	1144	1532	585	797	266	222	247	210
BAG4	470	518	195	245	479	410	502	341
BAG5	699	812	326	431	907	923	764	582
BAG6	5727	7869	3008	4009	2894	2309	2128	2558
BAHCC1	190	210	94	137	494	345	233	358
BAHD1	680	926	328	470	255	221	178	177
BAIAP2	226	311	107	148	239	191	230	227
BAIAP2L1	838	916	412	528	553	501	468	422
BAIAP3	10	19	3	21	57	56	67	51
BAK1	132	160	57	71	121	112	126	109
BAMBI	321	362	179	256	146	119	216	156
BANF1	631	894	239	360	248	293	261	190
BANP	176	243	81	119	255	254	250	198
BAP1	381	476	184	254	2384	2211	2312	1799
BARD1	666	775	302	417	1197	1078	1168	896
BAX	731	994	371	487	527	570	573	478
BAZ1A	2248	2455	1039	1336	5214	4887	4804	3707
BAZ1B	2695	3402	1422	1719	6220	5857	5238	4371
BAZ2A	1888	2156	856	1168	1963	1481	1092	1670
BAZ2B	242	241	110	139	916	799	797	651
BBIP1	126	161	66	102	130	134	142	107
BBOF1	6	13	7	5	78	53	65	49
BBS10	539	543	239	303	381	302	384	255
BBS12	67	88	38	34	157	117	126	86
BBS2	590	720	268	311	838	801	737	581
BBS4	342	381	156	193	493	402	514	379
BBS7	766	863	361	438	1001	916	1028	665
BBS9	121	117	51	50	420	409	356	298
BBX	903	1067	463	576	2190	1948	2016	1714
BCAP29	616	790	310	381	718	694	689	506
BCAP31	4122	5112	1855	2617	2719	2655	2565	1878
BCAR1	386	556	185	284	436	326	393	360
BCAR3	68	82	32	52	104	86	88	75
BCAS2	1228	1484	608	808	1324	1356	1254	847
BCAS3	562	639	272	353	806	660	750	630
BCAS4	182	204	89	99	51	45	59	31
BCAT1	1808	1851	767	950	904	859	884	561
BCAT2	758	962	351	543	580	517	564	383
BCCIP	2893	3477	1433	1696	2378	2556	2246	1541
BCDIN3D	180	213	75	78	128	113	144	101
BCHE	240	225	105	122	78	89	82	55
BCKDHA	58	83	28	33	31	42	46	26
BCKDHB	466	519	209	245	434	373	389	300
BCKDK	902	987	366	497	657	494	597	574
BCL10	468	614	257	281	229	232	205	153
BCL11A	276	396	122	173	211	193	130	138
BCL2L1	60	95	25	37	145	135	106	107
BCL2L11	72	96	58	46	158	124	150	121
BCL2L12	342	459	167	236	329	368	366	255
BCL2L13	466	581	249	270	971	827	887	686
BCL2L2	11	10	5	4	59	30	44	46
BCL6B	10	4	6	11	139	101	128	84
BCL7A	379	546	167	274	210	233	204	157
BCL7B	202	233	88	135	224	180	249	173
BCL7C	264	343	104	164	652	640	583	428
BCL9	236	247	94	169	453	355	319	390
BCLAF1	1243	1513	681	891	3852	3600	4082	3088
BCLAF3	63	88	29	29	220	180	191	162
BCOR	3406	3915	1753	2318	5384	4443	3844	4641
BCORL1	702	951	338	472	498	342	267	482
BCR	460	620	203	345	1797	1671	1477	1334
BCS1L	848	1045	427	588	1053	932	948	719
BDH1	0	2	0	0	111	98	88	67
BDH2	186	171	75	95	210	220	234	136
BDP1	596	718	295	363	5527	5342	5022	3959
BECN1	372	425	154	216	1162	1110	1160	867
BEND3	184	254	87	108	309	260	185	244
BEND4	166	188	67	108	153	134	164	119
BEND7	102	116	45	55	203	165	117	133
BET1	380	411	176	245	233	236	223	138
BET1L	126	122	45	58	82	102	67	68
BEX1	686	1023	401	483	78	72	59	28
BEX2	461	695	275	370	753	711	759	470
BEX3	1412	2432	784	1102	3721	3836	3064	2101
BEX4	492	678	238	322	552	631	703	413
BFAR	466	585	240	307	656	577	679	509
BFSP1	65	67	24	39	105	106	107	75
BHLHE40	324	374	145	187	78	83	73	79
BICC1	293	285	168	185	231	196	280	229
BICD1	204	231	77	108	206	166	124	190
BICD2	560	737	247	340	1020	944	878	765
BICRA	110	167	53	85	97	61	30	67
BICRAL	70	65	29	27	165	153	139	120
BID	867	1076	426	613	350	304	323	212
BIN1	36	51	18	11	172	171	198	128
BIN3	163	223	79	107	168	166	165	118
BIRC2	292	337	143	163	827	792	727	593
BIRC5	1302	1607	635	831	1648	1664	1368	1009
BIRC6	3224	3653	1571	1953	12103	10722	11395	8671
BIVM	12	11	5	4	69	80	60	43
BLCAP	229	271	103	141	100	77	88	57
BLM	696	828	349	454	3589	3181	3211	2657
BLMH	1602	2149	800	1023	913	952	831	739
BLOC1S1	179	177	68	96	170	158	171	116
BLOC1S2	382	417	172	216	314	277	310	195
BLOC1S4	272	318	95	146	147	125	142	70
BLOC1S5	110	136	51	57	86	78	90	62
BLOC1S6	212	227	100	127	266	259	256	185
BLVRA	1416	1573	615	797	542	554	505	395
BLVRB	937	1082	406	595	229	206	216	128
BLZF1	539	653	324	375	666	652	688	454
BMP1	146	150	50	84	132	88	130	115
BMP2K	291	329	135	202	652	526	625	544
BMP4	69	66	30	29	51	55	31	50
BMP6	81	98	39	51	89	71	69	46
BMP7	387	488	196	239	391	333	404	301
BMPR1A	104	114	44	69	195	168	217	161
BMPR1B	110	98	42	66	114	93	94	96
BMPR2	532	560	219	320	700	627	663	709
BMS1	1740	2213	940	1139	4580	4565	4148	3274
BMT2	243	232	116	119	190	174	163	122
BNC1	3	2	3	3	38	31	41	30
BNC2	76	108	49	62	81	79	99	70
BNIP1	336	360	169	196	268	224	245	178
BNIP2	844	1057	425	549	914	866	807	525
BNIP3	178	233	113	127	299	295	227	198
BNIP3L	685	814	331	397	228	246	197	139
BOC	35	50	20	28	137	127	119	117
BOD1	247	317	127	182	640	545	641	451
BOD1L1	1264	1496	689	816	3569	3340	3358	2680
BOLA1	64	70	25	35	92	88	66	62
BOLA3	297	529	192	271	477	443	428	277
BOP1	1716	2462	895	1166	2215	2165	2226	1648
BORA	334	342	127	164	549	465	533	404
BORCS5	164	171	70	99	78	42	57	46
BORCS6	86	91	44	56	104	75	72	49
BPGM	165	199	70	129	330	271	296	186
BPHL	287	361	140	162	286	251	252	175
BPNT1	889	980	408	484	967	1045	1002	757
BPTF	2021	2235	1000	1174	7165	6502	5352	5716
BRAF	331	431	161	201	362	361	357	287
BRAP	638	828	350	439	644	608	592	465
BRAT1	721	964	374	469	869	744	737	626
BRCA1	1160	1245	550	705	3663	3200	3068	2580
BRCA2	1224	1232	550	650	4471	4119	4031	3489
BRCC3	484	554	219	328	645	665	637	466
BRD1	576	843	283	400	981	834	768	795
BRD2	5992	7182	2789	3567	7225	6310	7409	6647
BRD3	788	1042	350	535	429	392	328	328
BRD3OS	18	16	4	12	61	75	72	61
BRD4	1616	1967	794	1039	1057	791	519	902
BRD7	156	164	64	86	1476	1445	1373	1046
BRD8	1161	1570	611	824	2190	2099	1986	1705
BRD9	341	370	180	219	960	884	756	716
BRF1	378	520	206	282	463	437	403	350
BRF2	326	457	146	222	243	197	216	152
BRI3	217	298	103	155	123	97	123	83
BRI3BP	562	813	287	401	280	275	262	201
BRICD5	2	1	0	1	113	91	116	89
BRIP1	1112	1247	523	657	2193	1905	2050	1664
BRIX1	2722	3166	1300	1590	2461	2473	2167	1633
BRK1	919	992	427	560	358	285	451	212
BRMS1	261	420	185	215	770	755	830	591
BRMS1L	365	478	204	272	491	438	469	335
BROX	760	776	302	374	952	865	923	715
BRPF1	388	523	187	244	1440	1202	1433	1142
BRPF3	285	407	161	200	829	693	593	754
BRSK1	27	39	9	14	88	63	82	68
BRSK2	158	230	79	108	308	255	273	238
BRWD1	595	683	272	336	3533	3279	3072	2359
BRWD3	545	582	236	291	1838	1718	1509	1359
BSCL2	269	310	134	176	402	347	417	385
BSDC1	475	508	229	276	1024	986	933	795
BSG	6690	9414	3426	4980	2920	2590	2933	2537
BSN	62	86	28	35	372	251	256	347
BTAF1	1508	1747	750	949	4127	3628	4208	2962
BTBD1	898	917	462	501	1661	1454	1756	1207
BTBD10	186	178	83	112	451	460	466	307
BTBD11	79	122	31	56	116	116	119	90
BTBD18	0	1	0	0	78	43	66	74
BTBD2	512	577	265	355	707	605	599	574
BTBD3	571	789	308	385	910	794	754	593
BTBD6	162	160	64	99	684	592	662	460
BTBD7	256	311	122	144	1018	931	957	838
BTBD8	217	218	106	121	169	170	137	125
BTBD9	313	352	126	197	241	239	218	170
BTD	163	182	81	106	295	255	270	224
BTF3	3488	4437	2018	2747	4715	4378	5157	3133
BTF3L4	56	43	25	24	173	157	132	89
BTG1	557	650	260	354	164	123	187	143
BTG3	876	1018	391	502	513	535	439	401
BTN2A1	185	234	97	112	469	432	454	340
BTN2A2	119	119	58	53	237	212	217	153
BTN3A1	19	28	9	6	76	67	66	47
BTN3A2	36	43	6	17	54	44	42	27
BTNL9	21	25	13	14	61	71	37	30
BTRC	509	541	262	334	575	473	566	491
BUB1	2729	3063	1363	1690	4363	3837	4289	3179
BUB1B	2504	2768	1257	1448	2468	2235	2437	1747
BUB3	4245	5177	2124	2714	3859	3608	3747	2583
BUD13	248	299	125	143	495	466	534	415
BUD23	1640	1964	727	981	1233	1190	1152	831
BUD31	817	1023	395	552	678	675	606	422
BVES	191	231	99	128	86	83	80	73
BX255925.3	3	1	0	1	51	61	59	44
BYSL	1569	1829	729	988	816	770	838	695
BZW1	1662	1833	819	1022	2348	2299	2015	1407
BZW2	1330	1557	589	828	2001	1896	1925	1387
C10orf88	276	325	125	187	249	217	209	191
C11orf1	108	118	67	77	124	98	112	63
C11orf24	120	176	66	100	264	203	316	209
C11orf49	431	448	182	277	222	195	210	190
C11orf54	84	112	40	43	77	56	70	56
C11orf58	1582	1531	728	900	1520	1661	1680	1131
C11orf68	119	158	46	76	97	69	93	57
C11orf71	26	50	11	23	58	45	48	39
C11orf74	179	209	85	93	302	325	305	230
C11orf80	47	47	21	26	134	147	134	123
C11orf95	44	67	35	43	177	173	128	109
C11orf98	107	115	53	72	223	188	193	118
C12orf10	846	1006	389	516	564	468	558	441
C12orf29	885	970	412	504	702	595	661	468
C12orf4	847	931	471	545	716	640	605	473
C12orf43	230	359	135	175	274	257	235	184
C12orf45	542	559	287	299	445	404	416	293
C12orf49	83	97	41	69	207	215	207	156
C12orf57	830	1138	411	550	282	259	307	173
C12orf65	173	195	74	95	177	163	134	116
C12orf66	106	168	53	82	161	168	184	140
C12orf73	139	167	79	119	87	88	88	63
C12orf75	203	232	113	133	189	165	160	85
C14orf119	411	543	225	269	397	326	511	267
C14orf28	4	3	2	2	44	38	39	34
C14orf93	24	44	20	23	108	112	113	80
C15orf39	678	940	354	464	619	469	406	629
C15orf40	168	188	96	115	319	292	276	173
C15orf41	236	299	120	139	90	99	89	77
C15orf61	253	321	119	156	110	93	106	58
C16orf58	229	278	112	135	286	260	280	223
C16orf70	266	301	121	153	372	316	382	318
C16orf72	423	488	212	225	738	721	689	557
C16orf87	373	357	176	194	197	196	199	130
C16orf91	67	121	52	54	181	192	155	121
C17orf53	279	287	109	151	267	189	216	199
C17orf58	240	288	107	179	97	105	97	62
C17orf75	306	326	118	150	447	410	382	293
C17orf80	554	578	232	316	857	750	815	640
C18orf21	384	440	181	253	339	307	398	248
C18orf25	393	449	179	251	451	470	435	347
C18orf32	118	134	80	101	47	35	43	29
C18orf54	59	53	26	31	213	191	173	172
C19orf12	198	311	118	148	72	66	82	50
C19orf25	79	140	51	62	176	161	142	133
C19orf44	163	156	55	63	233	163	166	170
C19orf47	493	609	260	312	221	141	237	174
C19orf48	35	25	5	12	820	646	897	623
C19orf53	1300	1532	570	896	494	475	417	282
C19orf54	473	620	245	313	85	64	55	84
C19orf57	59	76	43	45	92	62	92	78
C19orf71	0	0	0	1	67	59	47	44
C1D	93	106	52	50	157	126	137	89
C1GALT1	115	117	59	66	257	243	264	183
C1GALT1C1	735	853	357	484	712	673	640	444
C1QBP	13763	17104	6831	8765	10495	9562	9100	6119
C1orf109	321	383	147	192	359	324	278	220
C1orf112	957	1178	505	558	1342	1121	1347	1002
C1orf122	256	449	151	204	135	136	93	73
C1orf131	541	644	276	373	994	872	814	597
C1orf159	88	106	54	54	74	45	71	77
C1orf167	3	6	1	1	70	57	49	52
C1orf174	379	451	174	238	404	344	343	267
C1orf198	378	526	175	244	354	298	249	237
C1orf21	41	52	26	24	236	187	192	144
C1orf216	40	70	26	33	58	59	54	76
C1orf35	268	421	167	227	727	699	658	440
C1orf43	935	1062	421	484	1730	1691	1692	1261
C1orf50	109	113	47	67	89	73	97	74
C1orf52	411	577	197	284	505	500	415	354
C1orf56	81	119	58	58	77	52	67	40
C1orf74	53	43	13	29	79	71	76	47
C20orf194	123	120	53	72	271	200	156	172
C20orf27	810	1074	391	534	549	509	596	509
C20orf96	150	190	69	96	74	67	51	60
C21orf58	8	13	9	5	153	156	159	120
C21orf91	192	213	85	99	262	264	331	215
C22orf23	9	11	3	7	69	56	68	62
C22orf39	165	225	80	109	73	63	37	43
C2CD2L	102	142	43	60	159	137	167	152
C2CD3	304	320	134	159	1218	972	1055	979
C2CD5	651	670	289	342	1348	1230	1272	1067
C2orf16	0	2	3	2	264	247	273	213
C2orf42	38	60	33	30	191	190	185	177
C2orf49	350	397	171	214	314	274	303	213
C2orf68	63	68	26	50	104	100	101	80
C2orf69	228	277	103	168	335	289	295	211
C2orf74	34	27	14	13	155	139	133	91
C2orf76	141	168	67	71	143	130	120	65
C3orf14	180	187	94	122	372	323	350	241
C3orf33	111	125	58	68	132	158	72	74
C3orf38	338	423	174	203	538	573	546	407
C3orf52	119	132	67	72	277	283	227	175
C3orf62	3	0	0	2	104	77	39	48
C3orf67	33	31	15	22	174	146	157	125
C4orf3	246	381	115	151	364	398	341	195
C4orf33	82	69	38	36	212	203	185	131
C4orf46	42	64	17	22	119	145	106	60
C4orf48	324	410	147	228	78	67	64	26
C5	4	4	1	2	69	62	55	57
